id,nome,nome_ptbr,tipo,cr,origem_sugerida,andar_sugerido,arquetipo_sugerido,perigo_sugerido,tratamento_sugerido,humanoid_npc_sugerido,morale_immune_sugerido,confianca,motivo
1813,Rilsa Rael,Rilsa Rael,humanoide,3,,,Tactical,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1814,Skeletal Rats,Skeletal Rats,morto-vivo,0,Cicatricial,Eco,Brute,Ambiente,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
1815,Skull Lasher of Myrkul,Skull Lasher of Myrkul,humanoide,1,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1816,Smiler the Defiler,Smiler the Defiler,fada,7,Natural,Superfície,Brute,Letal,renomeacao_profunda,false,false,baixa,fada (default) → Natural
1817,Sylvira Savikas,Sylvira Savikas,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1818,Thavius Kreeg,Thavius Kreeg,humanoide,0.5,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1819,Thurstwell Vanthampur,Thurstwell Vanthampur,humanoide,0.125,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1820,Torogar Steelfist,Torogar Steelfist,monstruosidade,11,Natural,Superfície,Brute,Letal,renomeacao_profunda,false,false,baixa,monstruosidade (default) → Natural
1821,Traxigor,Traxigor,besta,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
1822,Tressym,Tressym,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1823,Ulder Ravengard,Ulder Ravengard,humanoide,5,,,Brute,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1824,Undead Tree,Undead Tree,morto-vivo,0,Cicatricial,Eco,Brute,Ambiente,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
1825,Advanced Detention Drone,Advanced Detention Drone,constructo,0,Ressonante,Superfície,Brute,Ambiente,renomeacao_profunda,false,true,media,constructo (default) → Ressonante
1826,Ambitious Assassin,Ambitious Assassin,humanoide,5,,,Tactical,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1827,Animated Armor Detention Drone,Animated Armor Detention Drone,constructo,0,Ressonante,Superfície,Brute,Ambiente,renomeacao_profunda,false,true,media,constructo (default) → Ressonante
1828,Aspirant of the Comet,Aspirant of the Comet,humanoide,0.5,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1829,Asteria,Asteria,humanoide,18,,,Boss,Letal,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1830,Aurnozci,Aurnozci,demônio,22,Corrompida,Superfície,Boss,Letal,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
1831,Boss Augustus,Boss Augustus,monstruosidade,9,Ressonante,Superfície,Brute,Letal,renomeacao_profunda,false,false,baixa,monstruosidade magic → Ressonante
1832,Boss Delour,Boss Delour,monstruosidade,9,Ressonante,Superfície,Tactical,Letal,renomeacao_profunda,false,false,baixa,monstruosidade magic → Ressonante
1833,Breath Drinker,Breath Drinker,aberração,14,Marginal,Margem,Brute,Letal,renomeacao_profunda,false,false,alta,tipo aberração → Marginal
1834,Brusipha,Brusipha,humanoide,3,,,Tactical,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1835,Deck Defender,Deck Defender,constructo,0,Ressonante,Superfície,Brute,Ambiente,renomeacao_profunda,false,true,media,constructo (default) → Ressonante
1836,Enchanting Infiltrator,Enchanting Infiltrator,fada,11,Natural,Superfície,Boss,Letal,renomeacao_profunda,false,false,baixa,fada (default) → Natural
1837,Euryale,Euryale,monstruosidade,18,Ressonante,Superfície,Boss,Letal,renomeacao_profunda,false,false,baixa,monstruosidade magic → Ressonante
1838,Fate Hag,Fate Hag,fada,4,Marginal,Antigo,Tactical,Ameaça,renomeacao_profunda,false,false,baixa,fada archfey/ancient/hag → Marginal
1839,Gremorly's Ghost,Gremorly's Ghost,morto-vivo,9,Cicatricial,Eco,Brute,Letal,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
1840,Grim Champion of Bloodshed,Grim Champion of Bloodshed,morto-vivo,20,Cicatricial,Eco,Boss,Letal,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
1841,Grim Champion of Desolation,Grim Champion of Desolation,morto-vivo,25,Cicatricial,Eco,Boss,Letal,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
1842,Grim Champion of Pestilence,Grim Champion of Pestilence,morto-vivo,15,Cicatricial,Eco,Boss,Letal,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
1844,Harrow Hound,Harrow Hound,morto-vivo,3,Cicatricial,Eco,Brute,Ameaça,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
1845,Helmed Horror Detention Drone,Helmed Horror Detention Drone,constructo,0,Ressonante,Superfície,Brute,Ambiente,renomeacao_profunda,false,true,media,constructo (default) → Ressonante
1846,Hierophant Medusa,Hierophant Medusa,monstruosidade,17,Ressonante,Superfície,Boss,Letal,renomeacao_profunda,false,false,baixa,monstruosidade magic → Ressonante
1847,Hierophant of the Comet,Hierophant of the Comet,humanoide,11,,,Tactical,Letal,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1848,Hulgaz,Hulgaz,demônio,14,Corrompida,Superfície,Boss,Letal,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
1849,Initiate of the Comet,Initiate of the Comet,humanoide,4,,,Tactical,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1850,Living Portent,Living Portent,celestial,3,Cicatricial,Clarão,Leader,Ameaça,renomeacao_profunda,false,false,alta,tipo celestial → Cicatricial
1851,Malaxxix,Malaxxix,demônio,18,Corrompida,Superfície,Boss,Letal,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
1852,Minotaur Archaeologist,Minotaur Archaeologist,humanoide,0.25,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1853,Minotaur Infiltrator,Minotaur Infiltrator,humanoide,2,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1854,Oddlewin,Oddlewin,fada,2,Natural,Superfície,Predator,Ambiente,renomeacao_profunda,false,false,baixa,fada (default) → Natural
1855,Otherworldly Corrupter,Otherworldly Corrupter,aberração,17,Marginal,Margem,Boss,Letal,renomeacao_profunda,false,false,alta,tipo aberração → Marginal
1857,Quadrone Detention Drone,Quadrone Detention Drone,constructo,0,Ressonante,Superfície,Brute,Ambiente,renomeacao_profunda,false,true,media,constructo (default) → Ressonante
1858,Reaper Spirit,Reaper Spirit,morto-vivo,0,Cicatricial,Eco,Leader,Ambiente,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
1859,Riffler,Riffler,fada,5,Natural,Superfície,Tactical,Ameaça,renomeacao_profunda,false,false,baixa,fada (default) → Natural
1860,Ruin Spider,Ruin Spider,monstruosidade,5,Ressonante,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,baixa,monstruosidade magic → Ressonante
1861,Sir Jared,Sir Jared,humanoide,5,,,Leader,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1862,Solar Bastion Knight,Solar Bastion Knight,humanoide,9,,,Leader,Letal,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1863,Talon Beast,Talon Beast,monstruosidade,7,Ressonante,Superfície,Brute,Letal,renomeacao_profunda,false,false,baixa,monstruosidade magic → Ressonante
1864,Veiled Presence,Veiled Presence,celestial,21,Cicatricial,Clarão,Boss,Letal,renomeacao_profunda,false,false,alta,tipo celestial → Cicatricial
1865,Werevulture,Werevulture,demônio,4,Corrompida,Superfície,Tactical,Ameaça,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
1866,Abigor,Abigor,demônio,22,Marginal,Margem,Boss,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
1867,Aeshma,Aeshma,humanoide,2,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1868,Affliction Devil (Kocrachon),Affliction Devil (Kocrachon),demônio,10,Marginal,Margem,Brute,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
1869,Anacreda,Anacreda,fada,17,Natural,Superfície,Brute,Letal,renomeacao_profunda,false,false,baixa,fada (default) → Natural
1870,Anagwendol,Anagwendol,celestial,16,Cicatricial,Clarão,Leader,Letal,renomeacao_profunda,false,false,alta,tipo celestial → Cicatricial
1871,Animated Furniture,Animated Furniture,constructo,0,Ressonante,Superfície,Brute,Ambiente,renomeacao_profunda,false,true,media,constructo (default) → Ressonante
1872,Asmodeus,Asmodeus,demônio,30,Marginal,Margem,Boss,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
1873,Avatar of Baalzebul,Avatar of Baalzebul,demônio,18,Corrompida,Superfície,Brute,Letal,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
1874,Awful Fisher,Awful Fisher,monstruosidade,18,Natural,Superfície,Boss,Letal,renomeacao_profunda,false,false,baixa,monstruosidade (default) → Natural
1875,Ayperobo Swarm,Ayperobo Swarm,demônio,12,Marginal,Margem,Brute,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
1876,Baalzebul,Baalzebul,demônio,26,Marginal,Margem,Boss,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
1877,Barachiel,Barachiel,celestial,13,Cicatricial,Clarão,Brute,Letal,renomeacao_profunda,false,false,alta,tipo celestial → Cicatricial
1879,Belial,Belial,demônio,25,Marginal,Margem,Boss,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
1880,Brother Adramalech,Brother Adramalech,demônio,21,Marginal,Margem,Boss,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
1881,Brother Morax,Brother Morax,demônio,21,Marginal,Margem,Boss,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
1882,Buer,Buer,demônio,21,Marginal,Margem,Boss,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
1883,Corruption Devil (Paeliryon),Corruption Devil (Paeliryon),demônio,14,Marginal,Margem,Brute,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
1884,Demon Ichor,Demon Ichor,demônio,0,Corrompida,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
1885,Devorastus,Devorastus,demônio,20,Corrompida,Superfície,Brute,Letal,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
1886,Dispater,Dispater,demônio,27,Marginal,Margem,Boss,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
1887,Displacer Fiend,Displacer Fiend,demônio,9,Corrompida,Superfície,Brute,Letal,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
1888,Ekengarik,Ekengarik,demônio,16,Corrompida,Superfície,Leader,Letal,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
1889,Eriflamme,Eriflamme,elemental,28,Ressonante,Superfície,Boss,Letal,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
1890,Fiendish Formian,Fiendish Formian,demônio,4,Corrompida,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
1891,Fierna,Fierna,demônio,25,Marginal,Margem,Boss,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
1892,Fire Kraken,Fire Kraken,elemental,21,Ressonante,Superfície,Boss,Letal,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
1893,Frozen Golem,Frozen Golem,constructo,0,Ressonante,Superfície,Brute,Ambiente,renomeacao_profunda,false,true,media,constructo (default) → Ressonante
1894,Glasya,Glasya,demônio,25,Corrompida,Superfície,Boss,Letal,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
1895,Greater Tyrant Shadow,Greater Tyrant Shadow,aberração,22,Marginal,Margem,Boss,Letal,renomeacao_profunda,false,false,alta,tipo aberração → Marginal
1896,Grotesque Tentacle,Grotesque Tentacle,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1897,Halog,Halog,aberração,7,Marginal,Margem,Predator,Letal,renomeacao_profunda,false,false,alta,tipo aberração → Marginal
1898,Hellcat (Bezekira),Hellcat (Bezekira),demônio,10,Marginal,Margem,Brute,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
1899,Icy Simulacrum,Icy Simulacrum,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1900,Jenevere,Jenevere,celestial,17,Cicatricial,Clarão,Brute,Letal,renomeacao_profunda,false,false,alta,tipo celestial → Cicatricial
1901,Koh Tam,Koh Tam,humanoide,10,,,Tactical,Letal,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1902,Kuo-toa Heretic,Kuo-toa Heretic,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1903,Lesser Tyrant Shadow,Lesser Tyrant Shadow,aberração,10,Marginal,Margem,Boss,Letal,renomeacao_profunda,false,false,alta,tipo aberração → Marginal
1904,Levistus,Levistus,demônio,26,Marginal,Margem,Boss,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
1905,Maelephant Nomad,Maelephant Nomad,demônio,14,Corrompida,Superfície,Brute,Letal,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
1906,Mammon,Mammon,demônio,26,Marginal,Margem,Boss,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
1907,Mephistopheles,Mephistopheles,demônio,27,Marginal,Margem,Boss,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
1908,Miasmorne,Miasmorne,monstruosidade,16,Ressonante,Superfície,Brute,Letal,renomeacao_profunda,false,false,baixa,monstruosidade magic → Ressonante
1909,Oneirovore,Oneirovore,demônio,11,Marginal,Margem,Brute,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
1910,Pain Devil (Excruciarch),Pain Devil (Excruciarch),demônio,12,Marginal,Margem,Brute,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
1911,Ramius,Ramius,humanoide,14,,,Brute,Letal,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1912,Regular Orthoclath,Regular Orthoclath,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1913,Rimmon,Rimmon,demônio,20,Marginal,Margem,Leader,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
1915,Sarevok,Sarevok,humanoide,17,,,Boss,Letal,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1916,Shredwing,Shredwing,demônio,12,Corrompida,Superfície,Brute,Letal,renomeacao_profunda,false,false,media,demônio (sem devil) → Corrompida
1917,Slayer,Slayer,demônio,12,Marginal,Margem,Brute,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
1919,Tiax,Tiax,humanoide,9,,,Leader,Letal,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1920,Tyrant Shadow,Tyrant Shadow,aberração,17,Marginal,Margem,Boss,Letal,renomeacao_profunda,false,false,alta,tipo aberração → Marginal
1921,Vorvolaka,Vorvolaka,morto-vivo,14,Cicatricial,Eco,Brute,Letal,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
1922,Waeloquay,Waeloquay,elemental,18,Ressonante,Superfície,Boss,Letal,renomeacao_profunda,false,true,alta,tipo elemental → Ressonante
1923,War Devil,War Devil,demônio,16,Marginal,Margem,Brute,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
1924,Zagum,Zagum,demônio,20,Marginal,Margem,Leader,Letal,renomeacao_profunda,false,false,media,demônio devil/diabo → Marginal
1926,Zythan,Zythan,humanoide,13,,,Tactical,Letal,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1927,Amphisbaena,Amphisbaena,monstruosidade,0.5,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,baixa,monstruosidade (default) → Natural
1928,Barnacle Bess,Barnacle Bess,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1929,Bullywug Croaker,Bullywug Croaker,humanoide,2,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1930,Bullywug Royal,Bullywug Royal,humanoide,3,,,Tactical,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1931,Captain Xendros,Captain Xendros,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1932,Drowned Ascetic,Drowned Ascetic,morto-vivo,3,Cicatricial,Eco,Brute,Ameaça,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
1933,Drowned Assassin,Drowned Assassin,morto-vivo,4,Cicatricial,Eco,Predator,Ameaça,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
1934,Drowned Blade,Drowned Blade,morto-vivo,2,Cicatricial,Eco,Brute,Ambiente,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
1935,Drowned Master,Drowned Master,morto-vivo,9,Cicatricial,Eco,Brute,Letal,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
1936,Giant Coral Snake,Giant Coral Snake,besta,4,Natural,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,alta,tipo besta → Natural
1937,Giant Sea Eel,Giant Sea Eel,besta,0.5,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
1938,Giant White Moray Eel,Giant White Moray Eel,gigante,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo gigante → Natural
1939,Harpy Matriarch,Harpy Matriarch,monstruosidade,5,Ressonante,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,baixa,monstruosidade magic → Ressonante
1940,Juvenile Kraken,Juvenile Kraken,monstruosidade,14,Ressonante,Superfície,Boss,Letal,renomeacao_profunda,false,false,baixa,monstruosidade magic → Ressonante
1941,Koalinth,Koalinth,humanoide,0.5,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1942,Koalinth Sergeant,Koalinth Sergeant,humanoide,2,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1943,Krell Grohlg,Krell Grohlg,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1944,Kysh,Kysh,humanoide,1,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1945,Living Iron Statue,Living Iron Statue,constructo,5,Ressonante,Superfície,Brute,Ameaça,renomeacao_profunda,false,true,media,constructo (default) → Ressonante
1946,Lizardfolk Commoner,Lizardfolk Commoner,humanoide,0.25,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1947,Lizardfolk Render,Lizardfolk Render,humanoide,3,,,Brute,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1948,Lizardfolk Scaleshield,Lizardfolk Scaleshield,humanoide,1,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1949,Lizardfolk Subchief,Lizardfolk Subchief,humanoide,3,,,Brute,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1950,Locathah,Locathah,humanoide,0.5,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1951,Locathah Hunter,Locathah Hunter,humanoide,2,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1952,Master Refrum,Master Refrum,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1953,Maw of Sekolah,Maw of Sekolah,monstruosidade,7,Natural,Superfície,Brute,Letal,renomeacao_profunda,false,false,baixa,monstruosidade (default) → Natural
1954,Merfolk Salvager,Merfolk Salvager,humanoide,1,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1955,Merfolk Scout,Merfolk Scout,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1956,Minotaur Living Crystal Statue,Minotaur Living Crystal Statue,constructo,6,Ressonante,Superfície,Brute,Ameaça,renomeacao_profunda,false,true,media,constructo (default) → Ressonante
1957,Monstrous Peryton,Monstrous Peryton,monstruosidade,11,Corrompida,Superfície,Boss,Letal,renomeacao_profunda,false,false,baixa,monstruosidade corrupted/cursed → Corrompida
1958,Mr. Dory,Mr. Dory,aberração,10,Marginal,Margem,Brute,Letal,renomeacao_profunda,false,false,alta,tipo aberração → Marginal
1959,Oceanus,Oceanus,humanoide,0.5,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1960,Othokent,Othokent,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1961,Pirate Bosun,Pirate Bosun,humanoide,0.5,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1962,Pirate Captain,Pirate Captain,humanoide,2,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1963,Pirate Deck Wizard,Pirate Deck Wizard,humanoide,1,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1964,Pirate First Mate,Pirate First Mate,humanoide,1,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1965,Rip Tide Priest,Rip Tide Priest,humanoide,2,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1966,Sahuagin Blademaster,Sahuagin Blademaster,humanoide,6,,,Brute,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1967,Sahuagin Champion,Sahuagin Champion,humanoide,3,,,Tactical,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1968,Sahuagin Coral Smasher,Sahuagin Coral Smasher,humanoide,1,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1969,Sahuagin Deep Diver,Sahuagin Deep Diver,humanoide,4,,,Predator,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1970,Sahuagin Hatchling Swarm,Sahuagin Hatchling Swarm,besta,3,Natural,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,alta,tipo besta → Natural
1971,Sahuagin High Priestess,Sahuagin High Priestess,humanoide,5,,,Brute,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1972,Sahuagin Wave Shaper,Sahuagin Wave Shaper,humanoide,5,,,Leader,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1973,Sanbalet,Sanbalet,humanoide,1,,,Tactical,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1974,Sauriv,Sauriv,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1975,Shell Shark,Shell Shark,monstruosidade,2,Ressonante,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,baixa,monstruosidade magic → Ressonante
1976,Skeletal Alchemist,Skeletal Alchemist,morto-vivo,0.5,Cicatricial,Eco,Tactical,Ambiente,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
1977,Skeletal Juggernaut,Skeletal Juggernaut,morto-vivo,5,Cicatricial,Eco,Brute,Ameaça,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
1978,Skeletal Swarm,Skeletal Swarm,morto-vivo,2,Cicatricial,Eco,Brute,Ambiente,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
1979,Skum,Skum,aberração,5,Marginal,Margem,Brute,Ameaça,renomeacao_profunda,false,false,alta,tipo aberração → Marginal
1980,Thousand Teeth,Thousand Teeth,monstruosidade,6,Natural,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,baixa,monstruosidade (default) → Natural
1981,Vampiric Jade Statue,Vampiric Jade Statue,constructo,8,Cicatricial,Eco,Brute,Letal,renomeacao_profunda,false,true,media,constructo necromancy/undead → Cicatricial
1982,Yalaga Maladwyn,Yalaga Maladwyn,morto-vivo,0,Cicatricial,Eco,Brute,Ambiente,renomeacao_profunda,false,true,alta,tipo morto-vivo → Cicatricial
1984,Azbara Jos,Azbara Jos,humanoide,4,,,Leader,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1985,Blagothkus,Blagothkus,gigante,9,Natural,Superfície,Brute,Letal,renomeacao_profunda,false,false,alta,tipo gigante → Natural
1986,Captain Othelstan,Captain Othelstan,humanoide,5,,,Leader,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1987,Dragonclaw,Dragonclaw,humanoide,1,,,Swarm,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1988,Dragonwing,Dragonwing,humanoide,2,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1989,Dralmorrer Borngray,Dralmorrer Borngray,humanoide,3,,,Tactical,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1990,Four-Armed Troll,Four-Armed Troll,gigante,6,Natural,Superfície,Brute,Ameaça,renomeacao_profunda,false,false,alta,tipo gigante → Natural
1991,Frulam Mondath,Frulam Mondath,humanoide,2,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1992,Golden Stag,Golden Stag,besta,0,Natural,Superfície,Brute,Ambiente,renomeacao_profunda,false,false,alta,tipo besta → Natural
1994,Jamna Gleamsilver,Jamna Gleamsilver,humanoide,1,,,Predator,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1995,Langdedrosa Cyanwrath,Langdedrosa Cyanwrath,humanoide,4,,,Tactical,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1996,Leosin Erlanthar,Leosin Erlanthar,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1997,Linan Swift,Linan Swift,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1998,Ontharr Frume,Ontharr Frume,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
1999,Pharblex Spattergoo,Pharblex Spattergoo,humanoide,3,,,Tactical,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2000,Raggnar Redtooth,Raggnar Redtooth,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2001,Rath Modar,Rath Modar,humanoide,6,,,Leader,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2002,Rezmir,Rezmir,humanoide,7,,,Tactical,Letal,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2003,Sandesyl Morgia,Sandesyl Morgia,humanoide,0,,,Brute,Ambiente,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
2004,Talis the White,Talis the White,humanoide,5,,,Tactical,Ameaça,reclassificacao_npc,true,false,alta,humanoide → NPC (sem origem)
