"id","nome","nome_ptbr","tipo","subtipo","raridade","descricao"
4070,"Vorpal Sword","Espada Vorpal","arma","espada","Lendario","[PLACEHOLDER] You gain a +3 bonus to attack and damage rolls made with this magic weapon. In addition, the weapon ignores resistance to slashing damage. When you attack a creature that has at least one head with this weapon and roll a 20 on the attack roll, you cut off one of the creature's heads. The creature dies if it can't survive without the lost head. A creature is immune to this effect if it is immune to slashing damage, doesn't have or need a head, has legendary actions, or the GM decides that the ..."
512,"+3 Wand of the War Mage","+3 Varinha of the War Mage","arma","varinha","Muito Raro","[PLACEHOLDER] While you are holding this wand, you gain a +3 bonus to spell attack rolls. In addition, you ignore Cover when making a spell attack."
1047,"Eldritch Staff","Eldritch Cajado","arma","cajado","Muito Raro","[PLACEHOLDER] This staff can be wielded as a magic quarterstaff that grants a +1 bonus to attack and damage rolls made with it. The staff has 10 charges and regains 1d6 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the staff is destroyed in an otherwise harmless burst of eldritch energy. When you hit with a melee attack using the staff, you can expend up to 3 of its charges. For each charge you expend, the target takes an extra 1d8 lightning damage. If you take dama..."
1076,"Enspelled Staff (Level 4)","Enspelled Cajado (Level 4)","arma","cajado","Muito Raro","[PLACEHOLDER] Bound into this staff is a level 4 spell. The spell is determined when the staff is created and can be of any school of magic. The staff has 6 charges and regains 1d6 expended charges daily at dawn. While holding the staff, you can expend 1 charge to cast its spell. If you expend the staff's last charge, roll 1d20. On a 1, the staff loses its properties and becomes a nonmagical Quarterstaff. The spell's saving throw DC is 15, and its attack bonus is 7."
1077,"Enspelled Staff (Level 5)","Enspelled Cajado (Level 5)","arma","cajado","Muito Raro","[PLACEHOLDER] Bound into this staff is a level 5 spell. The spell is determined when the staff is created and can be of any school of magic. The staff has 6 charges and regains 1d6 expended charges daily at dawn. While holding the staff, you can expend 1 charge to cast its spell. If you expend the staff's last charge, roll 1d20. On a 1, the staff loses its properties and becomes a nonmagical Quarterstaff. The spell's saving throw DC is 17, and its attack bonus is 9."
1413,"Javelin of Backbiting","Dardo of Backbiting","arma","lanca","Muito Raro","[PLACEHOLDER] You gain a +2 bonus to attack and damage rolls made with this magic weapon. When you throw it, its normal and long ranges both increase by 30 feet, and it deals one extra die of damage on a hit. After you throw it and it hits or misses, it flies back to your hand immediately. This weapon is cursed, and becoming attuned to it extends the curse to you. Until the curse is broken with remove curse or similar magic, you are unwilling to part with the weapon, keeping it within reach at all times. I..."
1599,"Niko's Mace","Niko's Maça","arma","maca","Muito Raro","[PLACEHOLDER] This Mace has 6 charges and regains 1d6 expended charges daily at dawn. While holding the Mace, you can expend 1 of its charges to cast Summon Celestial (9 to hit with spell attacks)."
1852,"Quarterstaff of the Acrobat","Bordão of the Acrobat","arma","cajado","Muito Raro","[PLACEHOLDER] You have a +2 bonus to attack rolls and damage rolls made with this magic weapon. While holding this weapon, you can cause it to emit green Dim Light out to 10 feet, either as a Bonus Action or after you roll Initiative, or you can extinguish the light as a Bonus Action. While holding this weapon, you can take a Bonus Action to alter its form, turning it into a 6-inch rod (for ease of storage) or a 10-foot pole, or reverting it a Quarterstaff; the weapon will elongate only as far as the surro..."
2164,"Spear of Backbiting","Lança of Backbiting","arma","lanca","Muito Raro","[PLACEHOLDER] You gain a +2 bonus to attack and damage rolls made with this magic weapon. When you throw it, its normal and long ranges both increase by 30 feet, and it deals one extra die of damage on a hit. After you throw it and it hits or misses, it flies back to your hand immediately. This weapon is cursed, and becoming attuned to it extends the curse to you. Until the curse is broken with remove curse or similar magic, you are unwilling to part with the weapon, keeping it within reach at all times. I..."
2230,"Staff of Dunamancy","Cajado of Dunamancy","arma","cajado","Muito Raro","[PLACEHOLDER] This staff of polished gray wood bears numerous runes carved along its length. The staff has 10 charges and regains 1d6 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the staff turns into dust and is destroyed. While holding the staff, you can use an action to expend 2 or more of its charges to cast one of the following spells from it, using your spell save DC and spell attack bonus: fortune's favor (2 charges), pulse wave (3 charges), or gravity sinkho..."
2231,"Staff of Fate","Cajado of Fate","arma","cajado","Muito Raro","[PLACEHOLDER] This transparent crystal staff can be wielded as a magic quarterstaff that grants a +3 bonus to attack and damage rolls made with it. The staff has 6 charges. As a bonus action, you can expend 1 of the staff's charges to give yourself or one other creature that you can see a d4. The recipient can roll this d4 and add the number rolled to one ability check, attack roll, damage roll, or saving throw it makes before the start of your next turn. If this extra die is not used before then, it is lo..."
2232,"Staff of Fire","Cajado of Fire","arma","cajado","Muito Raro","[PLACEHOLDER] You have resistance to fire damage while you hold this staff. The staff has 10 charges. While holding it, you can use an action to expend 1 or more of its charges to cast one of the following spells from it, using your spell save DC: burning hands (1 charge), fireball (3 charges), or wall of fire (4 charges). The staff regains 1d6 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the staff blackens, crumbles into cinders, and is destroyed."
2236,"Staff of Frost","Cajado of Frost","arma","cajado","Muito Raro","[PLACEHOLDER] You have resistance to cold damage while you hold this staff. The staff has 10 charges. While holding it, you can use an action to expend 1 or more of its charges to cast one of the following spells from it, using your spell save DC: cone of cold (5 charges), fog cloud (1 charge), ice storm (4 charges), or wall of ice (4 charges). The staff regains 1d6 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1. the staff turns to water and is destroyed."
2240,"Staff of Power","Cajado of Power","arma","cajado","Muito Raro","[PLACEHOLDER] This staff can be wielded as a magic quarterstaff that grants a +2 bonus to attack and damage rolls made with it. While holding it, you gain a +2 bonus to Armor Class, saving throws, and spell attack rolls. The staff has 20 charges for the following properties. The staff regains 2d8 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the staff retains its +2 bonus to attack and damage roll but loses all other properties. On a 20, the staff regain 1d8 + 2 cha..."
2243,"Staff of Striking","Cajado of Striking","arma","cajado","Muito Raro","[PLACEHOLDER] This staff can be wielded as a magic quarterstaff that grants a +3 bonus to attack and damage rolls made with it. The staff has 10 charges. When you hit with a melee attack using it, you can expend up to 3 of its charges. For each charge you expend, the target takes an extra 1d6 force damage. The staff regains 1d6 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the staff becomes a nonmagical quarterstaff."
2258,"Staff of Thunder and Lightning","Cajado of Thunder and Lightning","arma","cajado","Muito Raro","[PLACEHOLDER] This staff can be wielded as a magic quarterstaff that grants a +2 bonus to attack and damage rolls made with it. It also has the following additional properties. When one of these properties is used, it can't be used again until the next dawn. When you hit with a melee attack using the staff, you can cause the target to take an extra 2d6 lightning damage. When you hit with a melee attack using the staff, you can cause the staff to emit a crack of thunder, audible out to 300 feet. The target ..."
2304,"Sword of the Paruns","Espada de the Paruns","arma","espada","Muito Raro","[PLACEHOLDER] You gain a +1 bonus to attack and damage rolls made with this magic weapon. Additionally, once on each of your turns, you can use one of the following properties if you're holding the sword: Immediately after you use the Attack action to attack with the sword, you can enable one creature within 60 feet of you to use its reaction to make one weapon attack. Immediately after you take the Dash action, you can enable one creature within 60 feet of you to use its reaction to move up to its speed. ..."
2347,"Tidecaller Trident","Tidecaller Tridente","arma","lanca","Muito Raro","[PLACEHOLDER] You gain a +2 bonus to attack and damage rolls made with this magic trident. You also have advantage on attack rolls made with this weapon while underwater. This trident has 3 charges. You can expend 1 charge to cast Control Water (save 15) from the trident or 3 charges to cast Tsunami (save 15) from it instead. The trident regains 1d3 expended charges daily at dawn."
2404,"Voyager Staff","Voyager Cajado","arma","cajado","Muito Raro","[PLACEHOLDER] You gain a +1 bonus to attack and damage rolls made with this magic quarterstaff. While you hold it, you gain a +1 bonus to spell attack rolls. This staff has 10 charges. While holding it, you can use an action to expend 1 or more of the staff's charges to cast one of the following spells from it, using your spell save DC: banishment (4 charges), blink (3 charges), misty step (2 charges), passwall (5 charges), or teleport (7 charges). The staff regains 1d6 + 4 expended charges daily at dawn. ..."
2430,"Wand of Polymorph","Varinha of Polymorph","arma","varinha","Muito Raro","[PLACEHOLDER] This wand has 7 charges. While holding it, you can use an action to expend 1 of its charges to cast the polymorph spell (save 15) from it. The wand regains 1d6 + 1 expended charges daily at dawn. If you expend the wand's last charge, roll a d20. On a 1, the wand crumbles into ashes and is destroyed."
2887,"Consuming Rod","Consuming Bastão","arma","exotica","Muito Raro","[PLACEHOLDER] This bone mace is crafted from a humanoid femur. One end is carved to resemble a ghoulish face, its mouth open wide and full of sharp fangs. The mace has 8 charges, and it recovers 1d6 + 2 charges daily at dawn. You gain a +1 bonus to attack and damage rolls made with this magic mace. When it hits a creature, the mace's mouth stretches gruesomely wide and bites the target, adding 3 (1d6) piercing damage to the attack. As a reaction, you can expend 1 charge to regain hit points equal to the pi..."
2911,"Crystal Staff","Crystal Cajado","arma","cajado","Muito Raro","[PLACEHOLDER] Carved from a single piece of solid crystal, this staff has numerous reflective facets that produce a strangely hypnotic effect. The staff has 10 charges. While holding it, you can use an action to expend 1 or more of its charges to cast one of the following spells from it, using your spell save DC and spellcasting ability: color spray (1 charge), confound senses* (3 charges), confusion (4 charges), hypnotic pattern (3 charges), jeweled fissure* (3 charges), prismatic ray* (5 charges), or pri..."
3264,"Iron Foe Mace","Iron Foe Maça","arma","exotica","Muito Raro","[PLACEHOLDER] Crafted with the ichor of a rust monster, this pale white mace looks and feels like bone, but has the heft of stone and consumes metal on impact. You gain +2 bonus to _attack and damage rolls_  made with this magical mace. However, if your Strength score is less than 16 you suffer _disadvantage_  on attack rolls made with the mace. On a successful attack, you can use your reaction to expend a charge and attempt to consume non-magical metal armor or a shield worn by your target, in addition to..."
3383,"Midir's Trident","Midir's Tridente","arma","lanca","Muito Raro","[PLACEHOLDER] You gain a +3 bonus to _attack and damage rolls_  made with this magic trident. When you hit with this weapon, you deal an extra 1d6 lightning damage. When you make a ranged attack with this trident, it has a normal range of 40 feet and a maximum range of 120 feet, and it returns to your hand after the attack. The trident’s size changes to match your own. If you are Large or larger, it deals an extra 2d6 lightning damage."
3723,"Rowan Staff","Rowan Cajado","arma","cajado","Muito Raro","[PLACEHOLDER] Favored by those with ties to nature and death, this staff can be wielded as a magic quarterstaff that grants a +1 bonus to attack and damage rolls made with it. While holding it, you have an advantage on saving throws against spells. The staff has 10 charges for the following properties. It regains 1d4 + 1 expended charges daily at midnight, though it regains all its charges if it is bathed in moonlight at midnight. If you expend the last charge, roll a d20. On a 1, the staff loses its prope..."
3845,"Sonic Staff","Sonic Cajado","arma","cajado","Muito Raro","[PLACEHOLDER] This metal polearm has complex flanged baffles along its haft and ends with a faintly glowing two-tined cap not unlike a tuning fork. When struck it reverberates near-deafeningly and by adjusting its components you can tune it to the destructive resonance of an object. You have a +1 bonus to _attack and damage rolls_  made with this magic weapon. It constantly emits a high-pitched whine that is uncomfortable to animals. Animals do not willingly approach within 10 feet of the staff without a s..."
3851,"Spear of the North","Lança of the North","arma","lanca","Muito Raro","[PLACEHOLDER] This spear has an ivory haft, and tiny snowflakes occasionally fall from its tip. You gain a +2 bonus to attack and damage rolls made with this magic weapon. When you hit with an attack using this magic spear, the target takes an extra 1d6 cold damage. You can use an action to transform the spear into a pair of snow skis. While wearing the snow skis, you have a walking speed of 40 feet when you walk across snow or ice, and you can walk across icy surfaces without needing to make an ability ch..."
3852,"Spear of the Stilled Heart","Lança of the Stilled Heart","arma","lanca","Muito Raro","[PLACEHOLDER] This rowan wood spear has a thick knot in the center of the haft that uncannily resembles a petrified human heart. When you hit with an attack using this magic spear, the target takes an extra 1d6 necrotic damage. The spear has 3 charges, and it regains all expended charges daily at dusk. When you hit a creature with an attack using it, you can expend 1 charge to deal an extra 3d6 necrotic damage to the target. You regain hit points equal to the necrotic damage dealt."
3853,"Spear of the Western Whale","Lança of the Western Whale","arma","lanca","Muito Raro","[PLACEHOLDER] You gain a +1 bonus to attack and damage rolls made with this magic weapon. Fashioned in the style of a whaling spear, this long, barbed weapon is made from bone and heavy, yet pliant, ash wood. Its point is lined with decorative engravings of fish, clam shells, and waves. While you carry this spear, you have advantage on any Wisdom (Survival) checks to acquire food via fishing, and you have advantage on all Strength (Athletics) checks to swim. When set on the ground, the spear always spins t..."
3876,"Staff of Camazotz","Cajado of Camazotz","arma","cajado","Muito Raro","[PLACEHOLDER] This staff of petrified wood is topped with a stylized carving of a bat with spread wings, a mouth baring great fangs, and a pair of ruby eyes. It has 10 charges and regains 1d6 + 4 charges daily at dawn. As long as the staff holds at least 1 charge, you can communicate with bats as if you shared a language. Bat and bat-like beasts and monstrosities never attack you unless magically forced to do so or unless you attack them first. While holding the staff, you can use an action to expend 1 or ..."
3880,"Staff of Desolation","Cajado of Desolation","arma","cajado","Muito Raro","[PLACEHOLDER] This staff can be wielded as a magic quarterstaff that grants a +1 bonus to attack and damage rolls made with it. When you hit an object or structure with a melee attack using the staff, you deal double damage (triple damage on a critical hit). The staff has 10 charges. While holding it, you can use an action to expend 1 or more of its charges to cast one of the following spells from it, using your spell save DC: thunderwave (1 charge), shatter (2 charges), circle of death (6 charges), disint..."
3881,"Staff of Dissolution","Cajado of Dissolution","arma","cajado","Muito Raro","[PLACEHOLDER] A gray crystal floats in the crook of this twisted staff. The crystal breaks into fragments as it slowly revolves, and those fragments break into smaller pieces then into clouds of dust. In spite of this, the crystal never seems to reduce in size. You have resistance to necrotic damage while you hold this staff. The staff has 10 charges. While holding it, you can use an action to expend 1 or more of its charges to cast one of the following spells from it, using your spell save DC: blight (4 c..."
3892,"Staff of Ice and Fire","Cajado of Ice and Fire","arma","cajado","Muito Raro","[PLACEHOLDER] Made from the branch of a white ash tree, this staff holds a sapphire at one end and a ruby at the other. The staff has 10 charges. While holding it, you can use an action to expend 1 or more of its charges to cast one of the following spells from it, using your spell save DC and spellcasting ability: flaming sphere (2 charges), freezing sphere (6 charges), sleet storm (3 charges), or wall of fire (4 charges). The staff regains 1d6 + 4 expended charges daily at dawn. If you expend the last ch..."
3894,"Staff of Midnight","Cajado of Midnight","arma","cajado","Muito Raro","[PLACEHOLDER] Fashioned from a single branch of polished ebony, this sturdy staff is topped by a lustrous jet. While holding it and in dim light or darkness, you gain a +1 bonus to AC and saving throws. This staff has 10 charges. While holding the staff, you can use an action to expend 1 or more of its charges to cast one of the following spells from it, using your spell save DC and spellcasting ability: circle of death (6 charges), darkness (2 charges), or vampiric touch (3 charges). You can also use an a..."
3897,"Staff of Portals","Cajado of Portals","arma","cajado","Muito Raro","[PLACEHOLDER] This iron-shod wooden staff is heavily worn, and it can be wielded as a quarterstaff that grants a +1 bonus to attack and damage rolls made with it. The staff has 10 charges and regains 1d6 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the staff loses all of its magic and becomes a nonmagical quarterstaff. While holding the staff, you can use an action to expend 1 or more of its charges to cast one of the following spells from it, using your spell save..."
3909,"Staff of the Cephalopod","Cajado of the Cephalopod","arma","cajado","Muito Raro","[PLACEHOLDER] This ugly staff is fashioned from a piece of gnarled driftwood and is crowned with an octopus carved from brecciated jasper. Its gray and red stone tentacles wrap around the top half of the staff. While holding this staff, you have a swimming speed of 30 feet. This staff has 10 charges for the following properties. It regains 1d6 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the jasper octopus crumbles to dust, and the staff becomes a nonmagical piece ..."
3910,"Staff of the Four Winds","Cajado of the Four Winds","arma","cajado","Muito Raro","[PLACEHOLDER] Made of gently twisting ash and engraved with spiraling runes, the staff feels strangely lighter than its size would otherwise suggest. This staff has 10 charges. While holding the staff, you can use an action to expend 1 or more of its charges to cast one of the following spells from it, using your spell save DC and spellcasting ability: circle of wind* (1 charge), feather fall (1 charge), gust of wind (2 charges), storm god's doom* (3 charges), wind tunnel* (1 charge), wind walk (6 charges)..."
3917,"Staff of the Scion","Cajado of the Scion","arma","cajado","Muito Raro","[PLACEHOLDER] This unwholesome staff is crafted of a material that appears to be somewhere between weathered wood and dried meat. It weeps beads of red liquid that are thick and sticky like tree sap but smell of blood. A crystalized yellow eye with a rectangular pupil, like the eye of a goat, sits at its top. You can wield the staff as a magic quarterstaff that grants a +1 bonus to attack and damage rolls made with it. The staff has 10 charges for the following properties. It regains 1d6 + 4 expended charg..."
3918,"Staff of the Treant","Cajado of the Treant","arma","cajado","Muito Raro","[PLACEHOLDER] This unassuming staff appears to be little more than the branch of a tree. While holding this staff, your skin becomes bark-like, and the hair on your head transforms into a chaplet of green leaves. This staff can be wielded as a magic quarterstaff that grants a +1 bonus to attack and damage rolls made with it. Nature’s Guardian. While holding this staff, you have resistance to cold and necrotic damage, but you have vulnerability to fire and radiant damage. In addition, you have advantage on ..."
3921,"Staff of the White Necromancer","Cajado of the White Necromancer","arma","cajado","Muito Raro","[PLACEHOLDER] Crafted from polished bone, this strange staff is carved with numerous arcane symbols and mystical runes. The staff has 10 charges. While holding the staff, you can use an action to expend 1 or more of its charges to cast one of the following spells from it, using your spell save DC: false life (1 charge), gentle repose (2 charges), heartstop* (2 charges), death ward (4 charges), raise dead (5 charges), revivify (3 charges), shared sacrifice* (2 charges), or speak with dead (3 charges). You c..."
3924,"Staff of Thorns","Cajado of Thorns","arma","cajado","Muito Raro","[PLACEHOLDER] This gnarled and twisted oak staff has numerous thorns growing from its surface. Green vines tightly wind their way up along the shaft. The staff can be wielded as a magic quarterstaff that grants a +1 bonus to attack and damage rolls made with it. The staff has 10 charges for the following properties. It regains 1d6 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the thorns immediately fall from the staff and it becomes a nonmagical quarterstaff. Spells..."
3944,"Stone Staff","Stone Cajado","arma","cajado","Muito Raro","[PLACEHOLDER] Sturdy and smooth, this impressive staff is crafted from solid stone. Most stone staves are crafted by dwarf mages and few ever find their way into non-dwarven hands. The staff can be wielded as a magic quarterstaff that grants a +1 bonus to attack and damage rolls made with it. The staff has 10 charges. While holding it, you can use an action to expend 1 or more of its charges to cast one of the following spells from it, using your spell save DC and spellcasting ability: earthskimmer* (4 cha..."
3965,"Sword of Sharpness","Espada de Sharpness","arma","espada","Muito Raro","[PLACEHOLDER] When you attack an object with this magic sword and hit, maximize your weapon damage dice against the target. When you attack a creature with this weapon and roll a 20 on the attack roll, that target takes an extra 4d6 slashing damage. Then roll another d20. If you roll a 20, you lop off one of the target's limbs, with the effect of such loss determined by the GM. If the creature has no limb to sever, you lop off a portion of its body instead. In addition, you can speak the sword's command wo..."
3967,"Sword of the Serpent","Espada de the Serpent","arma","espada","Muito Raro","[PLACEHOLDER] You gain a +2 bonus to _attack and damage rolls_  made with this magic sword. When you hit with this weapon, you deal an extra 1d6 poison damage. The sword has 3 charges and regains all expended charges at dawn. While wielding the sword, you can use an action to expend 1 charge and cast __polymorph_ on yourself, transforming into a _giant poisonous snake_ . While in this form, you retain your Intelligence, Wisdom, and Charisma scores."
3969,"Sword of Volsung","Espada de Volsung","arma","espada","Muito Raro","[PLACEHOLDER] Legends tell of a dragon whose hide was impenetrable and so robust that only a blow to the heart would kill it. An unnamed hero finally defeated it and tore its heart into two. The dragon’s name was lost, but its legacy remains. This sword is one of two items that were crafted to hold its heart. The black blade is adorned with glittering silver runes, and its guard has a shallow opening at the center with grooves connecting it to the first rune. The sword’s pommel is a large, clear crystal he..."
4025,"Trident of the Vortex","Tridente of the Vortex","arma","lanca","Muito Raro","[PLACEHOLDER] This bronze trident has a shaft of inlaid blue pearl. You gain a +2 bonus to attack and damage rolls with this magic weapon. Whirlpool. While wielding the trident underwater, you can use an action to speak its command word and cause the water around you to whip into a whirlpool for 1 minute. For the duration, each creature that enters or starts its turn in a space within 10 feet of you must succeed on a DC 15 Strength saving throw or be restrained by the whirlpool. The whirlpool moves with yo..."
4026,"Trident of the Yearning Tide","Tridente of the Yearning Tide","arma","lanca","Muito Raro","[PLACEHOLDER] The barbs of this trident are forged from mother-of-pearl and its shaft is fashioned from driftwood. You gain a +2 bonus on attack and damage rolls made with this magic weapon. While holding the trident, you can breathe underwater. The trident has 3 charges for the following other properties. It regains 1d3 expended charges daily at dawn. Call Sealife. While holding the trident, you can use an action to expend 3 of its charges to cast the conjure animals spell from it. The creatures you summo..."
4044,"Unquiet Dagger","Unquiet Adaga","arma","adaga","Muito Raro","[PLACEHOLDER] Forged by creatures with firsthand knowledge of what lies between the stars, this dark gray blade sometimes appears to twitch or ripple like water when not directly observed. You gain a +1 bonus to attack and damage rolls with this magic weapon. In addition, when you hit with an attack using this dagger, the target takes an extra 2d6 psychic damage. You can use an action to cause the blade to ripple for 1 minute. While the blade is rippling, each creature that takes psychic damage from the da..."
498,"+2 Wand of the War Mage","+2 Varinha of the War Mage","arma","varinha","Raro","[PLACEHOLDER] While you are holding this wand, you gain a +2 bonus to spell attack rolls. In addition, you ignore Cover when making a spell attack."
945,"Dagger of Blindsight","Adaga of Blindsight","arma","adaga","Raro","[PLACEHOLDER] This rare magic item requires attunement. A creature attuned to it gains blindsight out to a range of 30 feet. The dagger has a saw-toothed edge and a black pearl nested in its pommel."
947,"Dagger of Venom","Adaga of Venom","arma","adaga","Raro","[PLACEHOLDER] You gain a +1 bonus to attack and damage rolls made with this magic weapon. You can use an action to cause thick, black poison to coat the blade. The poison remains for 1 minute or until an attack using this weapon hits a creature. That creature must succeed on a 15 Constitution saving throw or take 2d10 poison damage and become poisoned for 1 minute. The dagger can't be used this way again until the next dawn."
1011,"Dragontooth Dagger","Dragontooth Adaga","arma","adaga","Raro","[PLACEHOLDER] A dagger fashioned from the tooth of a dragon. While the blade is obviously a fang or predator's tooth, the handle is leather wrapped around the root of the tooth, and there is no crossguard. You gain a +1 bonus to attack and damage rolls made with this weapon. On a hit with this weapon, the target takes an extra 1d6 acid damage. Against enemies of the Cult of the Dragon, the dagger's bonus to attack and damage rolls increases to 2, and the extra acid damage increases to 2d6."
1074,"Enspelled Staff (Level 2)","Enspelled Cajado (Level 2)","arma","cajado","Raro","[PLACEHOLDER] Bound into this staff is a level 2 spell. The spell is determined when the staff is created and can be of any school of magic. The staff has 6 charges and regains 1d6 expended charges daily at dawn. While holding the staff, you can expend 1 charge to cast its spell. If you expend the staff's last charge, roll 1d20. On a 1, the staff loses its properties and becomes a nonmagical Quarterstaff. The spell's saving throw DC is 13, and its attack bonus is 5."
1075,"Enspelled Staff (Level 3)","Enspelled Cajado (Level 3)","arma","cajado","Raro","[PLACEHOLDER] Bound into this staff is a level 3 spell. The spell is determined when the staff is created and can be of any school of magic. The staff has 6 charges and regains 1d6 expended charges daily at dawn. While holding the staff, you can expend 1 charge to cast its spell. If you expend the staff's last charge, roll 1d20. On a 1, the staff loses its properties and becomes a nonmagical Quarterstaff. The spell's saving throw DC is 15, and its attack bonus is 7."
1108,"Failed Experiment Wand","Failed Experiment Varinha","arma","varinha","Raro","[PLACEHOLDER] This wand has 2 charges. While holding it, you can use an action to expend 1 or more of its charges to cast either a green-flamed fireball or a blue lightning bolt at random from it (save 15). For 1 charge, you cast the 3rd-level version of the spell. You can increase the spell slot level by one for each additional charge you expend. The wand regains 1d6 + 1 expended charges daily at dawn. If you expend the wand's last charge, roll a d20. On a 1, the wand crumbles into ashes and is destroyed."
1228,"Gulthias Staff","Gulthias Cajado","arma","cajado","Raro","[PLACEHOLDER] Made from the branch of a Gulthias tree (see the twig blight entry of the Monster Manual), a Gulthias staff is a spongy, black length of wood. Its evil makes beasts visibly uncomfortable while within 30 feet of it. The staff has 10 charges and regains 1d6 + 4 of its expended charges daily at dusk. If the staff is broken or burned to ashes, its wood releases a terrible, inhuman scream that can be heard out to a range of 300 feet. All blights that can hear the scream immediately wither and die...."
1475,"Mace of Disruption","Maça of Disruption","arma","maca","Raro","[PLACEHOLDER] When you hit a fiend or an undead with this magic weapon, that creature takes an extra 2d6 radiant damage. If the target has 25 hit points or fewer after taking this damage, it must succeed on a 15 Wisdom saving throw or be destroyed. On a successful save, the creature becomes frightened of you until the end of your next turn. While you hold this weapon, it sheds bright light in a 20-foot radius and dim light for an additional 20 feet."
1477,"Mace of Smiting","Maça of Smiting","arma","maca","Raro","[PLACEHOLDER] You gain a +1 bonus to attack and damage rolls made with this magic weapon. The bonus increases to +3 when you use the mace to attack a construct. When you roll a 20 on an attack roll made with this weapon, the target takes an extra 7 bludgeoning damage, or an extra 14 bludgeoning damage if it's a construct. If a construct has 25 hit points or fewer after taking this damage, it is destroyed. Note: According to the SRD, it is an extra 2d6 and 4d6 bludgeoning damage, although this is incorrect."
1479,"Mace of Terror","Maça of Terror","arma","maca","Raro","[PLACEHOLDER] This magic weapon has 3 charges. While holding it, you can use an action and expend 1 charge to release a wave of terror. Each creature of your choice in a 30-foot radius extending from you must succeed on a 15 Wisdom saving throw or become frightened of you for 1 minute. While it is frightened in this way, a creature must spend its turns trying to move as far away from you as it can, and it can't willingly move to a space within 30 feet of you. It also can't take reactions. For its action it..."
2012,"Ruinous Flail","Ruinous Mangual","arma","maca","Raro","[PLACEHOLDER] This ash-gray flail is cold to the touch. You gain a +1 bonus to attack and damage rolls made with this magic weapon, and it deals double damage to objects and structures. Additionally, when you hit a creature with this weapon, you can force the creature to make a 15 Constitution saving throw. On a failed save, the creature has the poisoned condition for 1 minute. The poisoned creature takes 2d4 necrotic damage at the start of each of its turns. The creature can repeat the saving throw at the..."
2210,"Spider Staff","Spider Cajado","arma","cajado","Raro","[PLACEHOLDER] The top of this black, adamantine staff is shaped like a spider. The staff weighs 6 pounds. You must be attuned to the staff to gain its benefits and cast its spells. The staff can be wielded as a quarterstaff. It deals 1d6 extra poison damage on a hit when used to make a weapon attack. The staff has 10 charges, which are used to fuel the spells within it. With the staff in hand, you can use your action to cast one of the following spells from the staff if the spell is on your class's spell l..."
2226,"Staff of Charming","Cajado of Charming","arma","cajado","Raro","[PLACEHOLDER] While holding this staff, you can use an action to expend 1 of its 10 charges to cast charm person, command, or comprehend languages from it using your spell save DC. The staff can also be used as a magic quarterstaff. If you are holding the staff and fail a saving throw against an enchantment spell that targets only you, you can turn your failed save into a successful one. You can't use this property of the staff again until the next dawn. If you succeed on a save against an enchantment spel..."
2228,"Staff of Defense","Cajado of Defense","arma","cajado","Raro","[PLACEHOLDER] This slender, hollow staff is made of glass yet is as strong as oak. It weighs 3 pounds. You must be attuned to the staff to gain its benefits and cast its spells. While holding the staff, you have a +1 bonus to your Armor Class. The staff has 10 charges, which are used to fuel the spells within it. With the staff in hand, you can use your action to cast one of the following spells from the staff if the spell is on your class's spell list: mage armor (1 charge) or shield (2 charges). No compo..."
2242,"Staff of Ruling","Cajado of Ruling","arma","cajado","Raro","[PLACEHOLDER] An ornate carving of a serpent adorned with a coursing river spirals down the length of this red-and-gold staff. While you're holding it, you can use an action to produce one of the following effects. Once the staff has produced an effect, it can't produce that effect again until the next dawn. You create a Small orb of lightning in an unoccupied space you can see within 60 feet of yourself. You concentrate on this orb as if concentration on a spell. As a bonus action, you can move the orb up..."
2245,"Staff of Swarming Insects","Cajado of Swarming Insects","arma","cajado","Raro","[PLACEHOLDER] This staff has 10 charges and regains 1d6 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, a swarm of insects consumes and destroys the staff, then disperses. While holding the staff, you can use an action to expend some of its charges to cast one of the following spells from it, using your spell save DC: giant insect (4 charges) or insect plague (5 charges). While holding the staff, you can use an action and expend 1 charge to cause a swarm of harmless f..."
2250,"Staff of the Ivory Claw","Cajado of the Ivory Claw","arma","cajado","Raro","[PLACEHOLDER] This gray-and-cerulean staff is topped with a small dragon claw carved from ivory. While holding the staff, you gain a +1 bonus to spell attack rolls. Whenever you score a critical hit with a spell attack, the target takes an extra 3d6 radiant damage."
